"Story","Title","Result","Date","Stability","Duration (s)"
"Abrir una pagina web","abrir con el navegador chrome la pagina web x","SUCCESS","2024-07-10T11:51:10.3492061-05:00[America/Guayaquil]","0.0","18.82"
